id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime,Indoor,Popularity,ood_Type
250,太阳湾风景区,自然风光,31.242962,103.78806,全年,08:00,17:00,36.0,3.0,3.5,0,6,"河边,约会圣地"
251,成都新光速卡丁车俱乐部(武侯店),游乐园/体育娱乐,30.659178,103.992608,全年,13:00,22:00,128.0,2.5,4.0,1,5,其它
252,新尚公馆·水韵Plus,商业街区,30.627917,104.127743,全年,00:00,24:00,0.0,1.5,3.0,1,4,"河边,约会圣地"
253,张松银杏,自然风光,31.002832,103.620406,全年,00:00,24:00,0.0,1.5,2.0,0,4,其它
254,清溪园,公园,31.001547,103.620349,全年,08:30,18:00,0.0,0.5,2.0,1,4,"古风写真,约会圣地"
255,茶溪谷,游乐园/体育娱乐,31.070692,103.703725,全年,09:00,18:00,0.0,1.0,1.5,0,6,"河边,约会圣地"
256,梨花沟景区,自然风光,30.904577,104.496083,全年,00:00,24:00,0.0,0.0,1.5,0,6,其它
257,成都新津斑竹林景区,公园,30.495847,103.819126,全年,00:00,24:00,0.0,1.0,1.5,0,6,其它
258,百花潭公园,公园,30.662354,104.050053,全年,00:00,24:00,0.0,1.0,1.5,0,6,约会圣地
259,凤凰山公园,公园,30.743444,104.08834,全年,00:00,24:00,0.0,2.0,2.5,0,6,其它
260,皇城清真寺,历史古迹,30.662852,104.06934,全年,00:00,23:00,0.0,3.0,3.5,1,5,其它
261,中国皮影博物馆,博物馆/纪念馆,30.662743,104.070211,全年,09:00,20:30,0.0,1.5,2.0,1,5,其它
262,成飞公园,公园,30.70563,103.963681,全年,06:00,22:00,0.0,1.0,1.5,1,4,其它
263,七彩海巢狂欢动物城,游乐园/体育娱乐,30.712928,103.807016,全年,09:00,18:00,80.0,1.0,2.5,1,6,其它
264,合江亭,历史古迹,30.648746,104.090188,全年,00:00,24:00,0.0,2.5,3.0,1,5,"江边,约会圣地"
265,天府绿道,公园,30.607924,104.068314,全年,00:00,24:00,0.0,1.0,2.0,0,6,"河边,约会圣地"
266,普照寺,历史古迹,30.852172,103.568165,全年,08:00,17:00,0.0,1.0,2.0,1,5,古风写真
267,四川航空科技馆,博物馆/纪念馆,30.983509,103.886063,全年,09:30,17:00,0.0,0.0,1.5,1,6,其它
268,青城山skydive跳伞基地,游乐园/体育娱乐,30.850556,103.619495,全年,09:00,18:00,1880.0,0.0,1.0,0,6,其它
269,珊瑚岛水乐园,游乐园/体育娱乐,30.500214,104.080284,全年,00:00,24:00,0.0,2.5,4.0,1,6,其它
270,我的田园,人文景观,30.738651,104.351307,全年,09:00,18:00,58.0,0.0,1.0,0,4,其它
271,龙门山风景区,自然风光,31.321946,103.883129,全年,00:00,24:00,0.0,2.0,2.5,0,6,其它
272,成都野生动物世界,游乐园/体育娱乐,30.712991,103.806999,全年,09:00,18:00,0.0,2.5,3.0,0,8,其它
273,阴阳界,自然风光,30.70597,103.168378,全年,09:00,17:00,0.0,3.0,4.0,0,6,其它
274,九峰山风景名胜区,自然风光,31.381085,103.889652,全年,06:00,19:00,0.0,1.0,2.0,0,6,其它
275,知了书店(成都朗基湖畔时光店),商业街区,30.499651,104.056694,全年,10:00,20:00,0.0,1.0,2.0,1,4,其它
276,浪朗地中海水上乐园,游乐园/体育娱乐,30.668399,103.703164,全年,00:00,24:00,0.0,0.5,1.0,0,8,其它
277,海洋馆,游乐园/体育娱乐,31.004114,103.623629,全年,00:00,24:00,0.0,1.5,2.0,1,8,其它
278,鹿森宝动物庄园,游乐园/体育娱乐,30.674841,103.933583,全年,10:00,18:00,59.0,0.0,1.0,0,6,其它
279,都江堰市图书馆,其它,31.021057,103.662793,全年,09:00,11:30,0.0,2.0,3.0,1,4,其它
280,九龙峡漂流,游乐园/体育娱乐,30.833174,103.479724,全年,13:00,16:00,175.6,1.5,3.0,0,6,"河边,约会圣地"
281,都江堰文庙,历史古迹,31.007174,103.624087,全年,00:00,24:00,0.0,1.0,2.5,1,5,古风写真
282,龙泉森林公园,公园,30.523254,104.36455,全年,00:00,24:00,0.0,1.0,2.0,0,6,其它
283,虹口花谷,公园,31.144444,103.697828,全年,08:00,18:00,0.0,1.5,3.0,1,5,其它
284,游玩攻略·潮玩街区,商业街区,30.625949,104.101611,全年,10:00,23:59,0.0,0.0,1.5,1,6,其它
285,井巷子,人文景观,30.669709,104.058782,全年,00:00,24:00,0.0,1.0,2.5,0,6,古风写真
286,九眼桥码头旧址,历史古迹,30.646405,104.094377,全年,00:00,24:00,0.0,1.0,2.5,0,4,"河边,古风写真"
287,窄巷子,人文景观,30.669053,104.061161,全年,00:00,24:00,0.0,1.0,2.5,0,6,"古风写真,约会圣地"
288,都江堰·玫瑰花溪谷,游乐园/体育娱乐,30.991262,103.774316,全年,09:00,17:30,0.0,1.0,1.5,0,6,其它
291,锦门·蚕宝自然王国,游乐园/体育娱乐,30.787418,104.136552,全年,09:00,17:30,59.9,1.5,2.0,1,5,其它
292,重庆路,商业街区,30.78744,103.564623,全年,00:00,24:00,0.0,1.0,2.5,0,6,其它
293,白塔园,公园,30.386987,104.560684,全年,00:00,23:00,0.0,2.5,4.0,0,6,其它
294,四川省体育馆,游乐园/体育娱乐,30.637615,104.071839,全年,09:00,22:00,0.0,2.0,3.5,1,6,其它
295,北湖生态公园,公园,30.725208,104.160866,全年,00:00,24:00,0.0,2.0,3.5,0,6,其它
296,东郊记忆艺术区,美术馆/艺术馆,30.693336,104.140827,全年,00:00,22:55,0.0,0.5,1.0,1,6,其它
297,鸡冠山,自然风光,30.766554,103.241011,全年,00:00,24:00,0.0,1.0,2.5,0,6,其它
298,天府人文艺术图书馆,美术馆/艺术馆,30.7171,104.025908,全年,09:00,22:00,0.0,2.5,3.0,1,6,其它
299,熊猫小匠研学体验基地,游乐园/体育娱乐,30.862052,103.582827,全年,08:00,18:00,0.0,1.0,2.0,1,6,其它
300,广汇美术馆,美术馆/艺术馆,30.442493,104.087432,全年,00:00,24:00,98.0,1.0,1.5,1,6,其它
301,心道天堂,人文景观,30.371871,103.826109,全年,10:00,18:30,9.9,0.5,2.0,1,5,其它
302,成都丹景谷漂流,游乐园/体育娱乐,30.339292,104.243279,全年,10:30,18:00,0.0,1.0,2.0,0,6,"河边,约会圣地"
303,小九寨,自然风光,30.289827,103.150145,全年,00:00,24:00,0.0,0.0,1.0,0,6,其它
304,刘文辉公馆延庆园,历史古迹,30.515353,103.633431,全年,09:00,17:00,19.0,1.0,1.5,1,4,其它
305,白鹿森林公园,公园,31.217874,103.911881,全年,00:00,20:00,0.0,0.0,1.0,0,6,其它
306,壹耳阁,人文景观,30.609975,103.992542,全年,11:00,23:00,0.0,1.0,2.0,1,3,其它
307,成都鸟语林,公园,30.638967,104.132598,全年,09:00,17:00,29.0,1.5,2.0,1,6,其它
308,雪之蓉冰雪乐园,游乐园/体育娱乐,30.760196,104.071979,全年,09:30,20:00,39.9,2.0,2.5,1,6,其它
309,凤凰湖湿地公园,公园,30.894979,104.293102,全年,06:30,21:30,0.0,1.5,3.0,0,6,"河边,约会圣地"
311,加勒比冒险水世界,游乐园/体育娱乐,30.591361,103.740519,全年,09:30,20:30,0.0,2.0,3.0,1,6,其它
312,双流区中心公园,公园,30.594619,103.912027,全年,00:00,24:00,0.0,3.0,3.5,0,6,其它
313,交子公园,公园,30.588611,104.076161,全年,08:00,24:00,0.0,0.0,1.0,0,5,"河边,约会圣地"
314,生机之塔,游乐园/体育娱乐,30.572891,104.07682,全年,00:00,24:00,0.0,2.0,3.0,1,6,其它
315,戏蝶剧社,人文景观,30.661131,104.084112,全年,11:00,22:00,0.0,1.5,2.0,1,5,其它
316,猫咪博物馆,博物馆/纪念馆,30.681536,103.979109,全年,10:00,22:00,0.0,3.0,4.0,1,6,其它
317,好秾人·鹅的假日农场,游乐园/体育娱乐,30.708617,104.270526,全年,09:30,18:30,0.0,1.0,2.0,1,4,其它
319,新希望种子乐园,游乐园/体育娱乐,30.460055,104.362203,全年,10:00,18:00,39.9,2.5,3.0,1,5,其它
320,摩诃池,公园,30.670374,104.071604,全年,00:00,24:00,0.0,1.5,2.0,1,4,"古风写真,约会圣地"
321,白鹭湾湿地公园,公园,30.573188,104.134764,全年,00:00,21:00,0.0,1.0,2.0,0,6,"河边,约会圣地"
322,石经寺,历史古迹,30.508141,104.354627,全年,07:00,18:00,0.0,1.0,2.0,1,5,其它
323,蜀戏天下(天府广场店),人文景观,30.66189,104.073097,全年,10:00,22:00,0.0,2.5,4.0,1,6,其它
324,穿越成都,人文景观,30.659921,104.082473,全年,10:00,22:00,39.9,2.0,3.0,1,6,其它
325,大源中央公园,公园,30.554985,104.055685,全年,00:00,24:00,0.0,1.0,1.5,0,6,其它
326,熊猫科学探秘馆,博物馆/纪念馆,30.740535,104.150393,全年,07:30,17:00,0.0,0.0,1.0,1,6,其它
327,玉林四巷街道,商业街区,30.634398,104.068709,全年,00:00,00:00,0.0,1.0,1.5,1,3,其它
328,成都失恋博物馆(春熙路旗舰店),博物馆/纪念馆,30.66328,104.085207,全年,10:00,22:00,39.9,2.0,3.0,1,6,其它
329,成都大运会博物馆,博物馆/纪念馆,30.601514,104.256454,全年,10:00,17:00,0.0,2.0,3.5,1,6,其它
330,乐奇冰雪乐园,游乐园/体育娱乐,30.501907,104.078812,全年,09:30,16:00,0.0,1.5,3.0,1,6,其它
331,探洞工场( 环球中心旗舰店),游乐园/体育娱乐,30.577338,104.067819,全年,10:00,21:00,0.0,0.0,1.5,1,6,其它
332,黄龙洞,自然风光,30.325634,103.974423,全年,00:00,24:00,0.0,1.0,2.5,1,6,其它
333,繁星戏剧村童剧场,游乐园/体育娱乐,30.674468,104.128615,全年,10:00,18:00,0.0,0.0,1.5,1,6,其它
334,桂溪生态公园,公园,30.566724,104.071466,全年,00:00,24:00,0.0,2.5,3.0,0,6,"河边,约会圣地"
335,三圣寺,历史古迹,31.019046,103.781773,全年,09:00,18:00,0.0,1.0,2.0,1,5,古风写真
336,MAO Livehouse,游乐园/体育娱乐,30.673385,104.130897,全年,00:00,24:00,0.0,1.0,2.0,1,6,其它
337,秀丽东方,自然风光,30.585055,104.14015,全年,09:00,18:00,0.0,0.0,1.5,0,6,其它
338,锦里古戏台,历史古迹,30.652659,104.056302,全年,00:00,24:00,0.0,0.0,1.5,1,6,古风写真
339,成都国际车展,游乐园/体育娱乐,30.429115,104.085472,全年,00:00,24:00,58.0,2.0,3.0,1,6,其它
340,天府公园,公园,30.438815,104.080873,全年,08:00,18:00,0.0,0.5,2.0,0,6,其它
341,云顶山,自然风光,30.743047,104.494226,全年,00:00,18:00,0.0,1.0,1.5,0,6,其它
342,踏浪水上乐园,游乐园/体育娱乐,30.748485,104.348614,全年,09:00,21:30,0.0,1.0,2.5,0,6,其它
343,熊猫岛亲亲乐园,游乐园/体育娱乐,30.977501,103.607898,全年,09:00,18:00,49.0,2.5,3.0,1,6,其它
345,黄龙溪廊桥,历史古迹,30.32718,103.981236,全年,00:00,24:00,0.0,2.5,3.0,0,6,"河边,古风写真"
346,星期8小镇,游乐园/体育娱乐,30.730743,103.831915,全年,10:00,18:00,0.0,2.0,3.0,1,5,其它
347,五凤山森林公园,公园,30.191228,104.480616,全年,00:00,24:00,0.0,3.0,4.0,0,6,其它
348,亚特波塞冬欢乐世界,游乐园/体育娱乐,30.383023,103.846279,全年,00:00,24:00,0.0,2.0,2.5,1,6,其它
349,红墙夹道,历史古迹,30.652002,104.055056,全年,00:00,24:00,0.0,2.0,3.0,0,6,古风写真
350,Woo童梦世园,游乐园/体育娱乐,30.320959,104.326499,全年,10:00,20:00,49.0,3.0,3.5,1,6,其它
351,平安桥天主教堂,历史古迹,30.670087,104.068348,全年,00:00,21:00,0.0,2.0,3.0,1,4,其它
352,四川金飞航空俱乐部,游乐园/体育娱乐,30.672329,104.548014,全年,00:00,24:00,0.0,1.0,2.0,1,5,其它
353,永安湖城市森林公园,公园,30.426195,103.984901,全年,00:00,24:00,0.0,1.0,2.5,0,6,其它
356,青龙湖,公园,30.651136,104.188612,全年,00:00,24:00,0.0,1.5,2.0,0,6,"河边,约会圣地"
357,天府艺术公园当代艺术馆,美术馆/艺术馆,30.718275,104.026459,全年,10:00,21:30,0.0,1.5,2.0,1,6,其它
358,观音寺,历史古迹,30.364266,103.779992,全年,08:00,11:30,0.0,2.0,3.0,0,6,其它
359,红军长征纪念馆,红色景点,30.314773,103.131317,全年,09:00,17:00,0.0,0.5,2.0,1,6,其它
360,天然图画,自然风光,30.905165,103.573862,全年,00:00,24:00,0.0,1.0,2.0,0,6,其它
361,桃花故里景区,人文景观,30.559419,104.326028,全年,00:00,24:00,0.0,1.0,2.0,0,6,其它
362,龙泉山城市森林公园,公园,30.594327,104.373688,全年,00:00,24:00,0.0,1.0,2.5,0,6,其它
363,中国橘乡,人文景观,30.772342,104.592305,全年,10:00,17:00,49.9,0.5,2.0,0,5,其它
364,悬空飞越剧场(春熙路茂业百货店),游乐园/体育娱乐,30.663077,104.085104,全年,10:00,22:00,39.9,1.5,3.0,1,6,其它
